regiao,coduf,data,casosNovos,casosAcumulado,obitosNovos,obitosAcumulado
New Zealand,NZ,2021-06-26,1,2373,0,26
New Zealand,NZ,2021-06-27,9,2382,0,26
New Zealand,NZ,2021-06-28,4,2386,0,26
New Zealand,NZ,2021-06-29,0,2386,0,26
New Zealand,NZ,2021-06-30,0,2386,0,26
New Zealand,NZ,2021-07-01,1,2387,0,26
New Zealand,NZ,2021-07-02,0,2387,0,26
New Zealand,NZ,2021-07-03,9,2396,0,26
New Zealand,NZ,2021-07-04,6,2402,0,26
New Zealand,NZ,2021-07-05,1,2403,0,26
New Zealand,NZ,2021-07-06,5,2408,0,26
New Zealand,NZ,2021-07-07,0,2408,0,26
New Zealand,NZ,2021-07-08,1,2409,0,26
New Zealand,NZ,2021-07-09,0,2409,0,26
New Zealand,NZ,2021-07-10,3,2412,0,26
New Zealand,NZ,2021-07-11,1,2413,0,26
New Zealand,NZ,2021-07-12,18,2431,0,26
New Zealand,NZ,2021-07-13,3,2434,0,26
New Zealand,NZ,2021-07-14,5,2439,0,26
New Zealand,NZ,2021-07-15,8,2447,0,26
New Zealand,NZ,2021-07-16,0,2447,0,26
New Zealand,NZ,2021-07-17,12,2459,0,26
New Zealand,NZ,2021-07-18,2,2461,0,26
New Zealand,NZ,2021-07-19,6,2467,0,26
New Zealand,NZ,2021-07-20,6,2473,0,26
New Zealand,NZ,2021-07-21,7,2480,0,26
New Zealand,NZ,2021-07-22,20,2500,0,26
New Zealand,NZ,2021-07-23,5,2505,0,26
New Zealand,NZ,2021-07-24,0,2505,0,26
New Zealand,NZ,2021-07-25,2,2507,0,26
New Zealand,NZ,2021-07-26,1,2508,0,26
New Zealand,NZ,2021-07-27,0,2508,0,26
New Zealand,NZ,2021-07-28,3,2511,0,26
New Zealand,NZ,2021-07-29,3,2514,0,26
New Zealand,NZ,2021-07-30,0,2514,0,26
New Zealand,NZ,2021-07-31,4,2518,0,26
New Zealand,NZ,2021-08-01,3,2521,0,26
New Zealand,NZ,2021-08-02,0,2521,0,26
New Zealand,NZ,2021-08-03,3,2524,0,26
New Zealand,NZ,2021-08-04,0,2524,0,26
New Zealand,NZ,2021-08-05,0,2524,0,26
New Zealand,NZ,2021-08-06,1,2525,0,26
New Zealand,NZ,2021-08-07,5,2530,0,26
New Zealand,NZ,2021-08-08,2,2532,0,26
New Zealand,NZ,2021-08-09,14,2546,0,26
New Zealand,NZ,2021-08-10,2,2548,0,26
New Zealand,NZ,2021-08-11,9,2557,0,26
New Zealand,NZ,2021-08-12,1,2558,0,26
New Zealand,NZ,2021-08-13,0,2558,0,26
New Zealand,NZ,2021-08-14,5,2563,0,26
New Zealand,NZ,2021-08-15,7,2570,0,26
New Zealand,NZ,2021-08-16,0,2570,0,26
New Zealand,NZ,2021-08-17,8,2578,0,26
New Zealand,NZ,2021-08-18,20,2598,0,26
New Zealand,NZ,2021-08-19,14,2612,0,26
New Zealand,NZ,2021-08-20,24,2636,0,26
New Zealand,NZ,2021-08-21,24,2660,0,26
New Zealand,NZ,2021-08-22,38,2698,0,26
New Zealand,NZ,2021-08-23,42,2740,0,26
New Zealand,NZ,2021-08-24,63,2803,0,26
New Zealand,NZ,2021-08-25,68,2871,0,26
New Zealand,NZ,2021-08-26,70,2941,0,26
New Zealand,NZ,2021-08-27,83,3024,0,26
New Zealand,NZ,2021-08-28,84,3108,0,26
New Zealand,NZ,2021-08-29,55,3163,0,26
New Zealand,NZ,2021-08-30,49,3212,0,26
New Zealand,NZ,2021-08-31,75,3287,0,26
New Zealand,NZ,2021-09-01,53,3340,0,26
New Zealand,NZ,2021-09-02,29,3369,0,26
New Zealand,NZ,2021-09-03,18,3387,1,27
New Zealand,NZ,2021-09-04,25,3412,0,27
New Zealand,NZ,2021-09-05,23,3435,0,27
New Zealand,NZ,2021-09-06,22,3457,0,27
New Zealand,NZ,2021-09-07,16,3473,0,27
New Zealand,NZ,2021-09-08,18,3491,0,27
New Zealand,NZ,2021-09-09,19,3510,0,27
New Zealand,NZ,2021-09-10,24,3534,0,27
New Zealand,NZ,2021-09-11,23,3557,0,27
New Zealand,NZ,2021-09-12,36,3593,0,27
New Zealand,NZ,2021-09-13,15,3608,0,27
New Zealand,NZ,2021-09-14,17,3625,0,27
New Zealand,NZ,2021-09-15,17,3642,0,27
New Zealand,NZ,2021-09-16,16,3658,0,27
New Zealand,NZ,2021-09-17,22,3680,0,27
New Zealand,NZ,2021-09-18,22,3702,0,27
New Zealand,NZ,2021-09-19,22,3724,0,27
New Zealand,NZ,2021-09-20,15,3739,0,27
New Zealand,NZ,2021-09-21,23,3762,0,27
New Zealand,NZ,2021-09-22,16,3778,0,27
New Zealand,NZ,2021-09-23,10,3788,0,27
New Zealand,NZ,2021-09-24,18,3806,0,27
New Zealand,NZ,2021-09-25,20,3826,0,27
New Zealand,NZ,2021-09-26,10,3836,0,27
New Zealand,NZ,2021-09-27,11,3847,0,27
New Zealand,NZ,2021-09-28,45,3892,0,27
New Zealand,NZ,2021-09-29,24,3916,0,27
New Zealand,NZ,2021-09-30,19,3935,0,27
New Zealand,NZ,2021-10-01,27,3962,0,27
New Zealand,NZ,2021-10-02,32,3994,0,27
New Zealand,NZ,2021-10-03,30,4024,0,27
New Zealand,NZ,2021-10-04,26,4050,0,27
New Zealand,NZ,2021-10-05,41,4091,0,27
New Zealand,NZ,2021-10-06,31,4122,0,27
New Zealand,NZ,2021-10-07,47,4169,1,28
New Zealand,NZ,2021-10-08,35,4204,0,28
New Zealand,NZ,2021-10-09,61,4265,0,28
New Zealand,NZ,2021-10-10,34,4299,0,28
New Zealand,NZ,2021-10-11,46,4345,0,28
New Zealand,NZ,2021-10-12,55,4400,0,28
New Zealand,NZ,2021-10-13,72,4472,0,28
New Zealand,NZ,2021-10-14,66,4538,0,28
New Zealand,NZ,2021-10-15,41,4579,0,28
New Zealand,NZ,2021-10-16,52,4631,0,28
New Zealand,NZ,2021-10-17,64,4695,0,28
New Zealand,NZ,2021-10-18,97,4792,0,28
New Zealand,NZ,2021-10-19,60,4852,0,28
New Zealand,NZ,2021-10-20,104,4956,0,28
New Zealand,NZ,2021-10-21,134,5090,0,28
New Zealand,NZ,2021-10-22,103,5193,0,28
New Zealand,NZ,2021-10-23,85,5278,0,28
New Zealand,NZ,2021-10-24,104,5382,0,28
New Zealand,NZ,2021-10-25,79,5461,0,28
New Zealand,NZ,2021-10-26,78,5539,0,28
New Zealand,NZ,2021-10-27,96,5635,0,28
New Zealand,NZ,2021-10-28,129,5764,0,28
New Zealand,NZ,2021-10-29,161,5925,0,28
New Zealand,NZ,2021-10-30,142,6067,0,28
New Zealand,NZ,2021-10-31,166,6233,0,28
New Zealand,NZ,2021-11-01,128,6361,0,28
New Zealand,NZ,2021-11-02,108,6469,0,28
New Zealand,NZ,2021-11-03,142,6611,0,28
New Zealand,NZ,2021-11-04,166,6777,1,29
New Zealand,NZ,2021-11-05,204,6981,2,31
New Zealand,NZ,2021-11-06,113,7094,0,31
New Zealand,NZ,2021-11-07,192,7286,1,32
New Zealand,NZ,2021-11-08,126,7412,0,32
New Zealand,NZ,2021-11-09,149,7561,0,32
New Zealand,NZ,2021-11-10,182,7743,1,33
New Zealand,NZ,2021-11-11,202,7945,0,33
New Zealand,NZ,2021-11-12,176,8121,0,33
New Zealand,NZ,2021-11-13,209,8330,0,33
New Zealand,NZ,2021-11-14,174,8504,0,33
New Zealand,NZ,2021-11-15,222,8726,2,35
New Zealand,NZ,2021-11-16,196,8922,0,35
New Zealand,NZ,2021-11-17,168,9090,0,35
New Zealand,NZ,2021-11-18,200,9290,3,38
New Zealand,NZ,2021-11-19,169,9459,1,39
New Zealand,NZ,2021-11-20,147,9606,0,39
New Zealand,NZ,2021-11-21,200,9806,1,40
New Zealand,NZ,2021-11-22,219,10025,0,40
New Zealand,NZ,2021-11-23,214,10239,0,40
New Zealand,NZ,2021-11-24,182,10421,1,41
New Zealand,NZ,2021-11-25,177,10598,1,42
New Zealand,NZ,2021-11-26,145,10743,0,42
New Zealand,NZ,2021-11-27,146,10889,1,43
New Zealand,NZ,2021-11-28,182,11071,0,43
New Zealand,NZ,2021-11-29,133,11204,1,44
New Zealand,NZ,2021-11-30,147,11351,0,44
New Zealand,NZ,2021-12-01,173,11524,0,44
New Zealand,NZ,2021-12-02,93,11617,0,44
New Zealand,NZ,2021-12-03,100,11717,0,44
New Zealand,NZ,2021-12-04,109,11826,0,44
New Zealand,NZ,2021-12-05,133,11959,0,44
New Zealand,NZ,2021-12-06,95,12054,0,44
New Zealand,NZ,2021-12-07,92,12146,0,44
New Zealand,NZ,2021-12-08,105,12251,0,44
New Zealand,NZ,2021-12-09,96,12347,2,46
New Zealand,NZ,2021-12-10,64,12411,0,46
New Zealand,NZ,2021-12-11,103,12514,0,46
New Zealand,NZ,2021-12-12,102,12616,1,47
New Zealand,NZ,2021-12-13,81,12697,0,47
New Zealand,NZ,2021-12-14,76,12773,0,47
New Zealand,NZ,2021-12-15,95,12868,1,48
New Zealand,NZ,2021-12-16,79,12947,1,49
New Zealand,NZ,2021-12-17,45,12992,0,49
New Zealand,NZ,2021-12-18,62,13054,0,49
New Zealand,NZ,2021-12-19,74,13128,0,49
New Zealand,NZ,2021-12-20,31,13159,0,49
New Zealand,NZ,2021-12-21,59,13218,0,49
New Zealand,NZ,2021-12-22,59,13277,0,49
New Zealand,NZ,2021-12-23,72,13349,0,49
New Zealand,NZ,2021-12-24,66,13415,1,50
New Zealand,NZ,2021-12-25,70,13485,0,50
New Zealand,NZ,2021-12-26,44,13529,0,50
New Zealand,NZ,2021-12-27,33,13562,0,50
New Zealand,NZ,2021-12-28,54,13616,0,50
New Zealand,NZ,2021-12-29,70,13686,1,51
New Zealand,NZ,2021-12-30,60,13746,0,51
New Zealand,NZ,2021-12-31,0,13746,0,51
New Zealand,NZ,2022-01-01,137,13883,0,51
New Zealand,NZ,2022-01-02,49,13932,0,51
New Zealand,NZ,2022-01-03,58,13990,0,51
New Zealand,NZ,2022-01-04,40,14030,0,51
New Zealand,NZ,2022-01-05,61,14091,0,51
New Zealand,NZ,2022-01-06,59,14150,0,51
New Zealand,NZ,2022-01-07,71,14221,0,51
New Zealand,NZ,2022-01-08,77,14298,0,51
New Zealand,NZ,2022-01-09,60,14358,0,51
New Zealand,NZ,2022-01-10,22,14380,0,51
New Zealand,NZ,2022-01-11,91,14471,1,52
New Zealand,NZ,2022-01-12,40,14511,0,52
New Zealand,NZ,2022-01-13,61,14572,0,52
New Zealand,NZ,2022-01-14,54,14626,0,52
New Zealand,NZ,2022-01-15,68,14694,0,52
New Zealand,NZ,2022-01-16,56,14750,0,52
New Zealand,NZ,2022-01-17,44,14794,0,52
New Zealand,NZ,2022-01-18,80,14874,0,52
New Zealand,NZ,2022-01-19,85,14959,0,52
New Zealand,NZ,2022-01-20,67,15026,0,52
New Zealand,NZ,2022-01-21,78,15104,0,52
New Zealand,NZ,2022-01-22,71,15175,0,52
New Zealand,NZ,2022-01-23,75,15250,0,52
New Zealand,NZ,2022-01-24,60,15310,0,52
New Zealand,NZ,2022-01-25,60,15370,0,52
New Zealand,NZ,2022-01-26,95,15465,0,52
New Zealand,NZ,2022-01-27,150,15615,0,52
New Zealand,NZ,2022-01-28,155,15770,0,52
New Zealand,NZ,2022-01-29,139,15909,0,52
New Zealand,NZ,2022-01-30,131,16040,0,52
New Zealand,NZ,2022-01-31,206,16246,1,53
New Zealand,NZ,2022-02-01,193,16439,0,53
